district_code,district_name,localbody_code,localbody_name
308,COOCHBEHAR,109011,RANIRHAT
318,MEDINIPUR WEST,110457,RANISARAI
311,DINAJPUR UTTAR,109330,RASAKHOWA-I
311,DINAJPUR UTTAR,109331,RASAKHOWA-II
304,24 PARAGANAS SOUTH,108288,RASAPUNJA
316,MALDAH,109919,RASHIDABAD
312,HOOGHLY,109460,RASIDPUR
304,24 PARAGANAS SOUTH,108038,RASKHALI
318,MEDINIPUR WEST,110336,RASKUNDA
313,HOWRAH,109562,RASPUR
319,MURSHIDABAD,110689,RASULPUR
305,BANKURA,108400,RATANPUR
316,MALDAH,109949,RATHBARI
704,PASCHIM BARDHAMAN,108743,RATIBATI
316,MALDAH,109992,RATUA
303,24 PARAGANAS NORTH,107902,RAUTARA
320,NADIA,110784,RAUTARI
306,PURBA BARDHAMAN,108521,RAYAN-I
306,PURBA BARDHAMAN,108522,RAYAN-II
306,PURBA BARDHAMAN,108728,RAYNA
309,DARJEELING,260967,RELLING
309,DARJEELING,261058,RESSEP
321,PURULIA,111027,RIGID
309,DARJEELING,260968,RIMBIK
304,24 PARAGANAS SOUTH,108157,RISHI BANKIMCHANDRA
317,MEDINIPUR EAST,110061,RISHIBANKIMCHANDRA
316,MALDAH,109912,RISHIPUR
309,DARJEELING,260969,RISHIRHATBLOOM FIELD
312,HOOGHLY,109542,RISHRA
703,Jhargram,110512,ROHINI
305,BANKURA,108356,ROL
309,DARJEELING,261059,RONGCHONG
702,KALIMPONG,260980,RONGO
321,PURULIA,111007,ROPO
305,BANKURA,108363,ROUTHKHANDA
305,BANKURA,108428,ROUTORA
305,BANKURA,108429,RUDRA
307,BIRBHUM,108848,RUDRANAGAR
304,24 PARAGANAS SOUTH,108271,RUDRANAGAR
313,HOWRAH,109619,RUDRAPUR
308,COOCHBEHAR,108993,RUIDANGA
320,NADIA,110869,RUIPUKUR.
319,MURSHIDABAD,110627,RUKUNPUR
303,24 PARAGANAS NORTH,107934,RUPAMARI
704,PASCHIM BARDHAMAN,108753,RUPNARAYANPUR
307,BIRBHUM,108760,RUPPUR
307,BIRBHUM,108793,RUPUSPUR
317,MEDINIPUR EAST,110038,SABAJPUT
319,MURSHIDABAD,110593,SABALDAHA
319,MURSHIDABAD,110594,SABALPUR
312,HOOGHLY,109484,SABALSINGHAPUR
318,MEDINIPUR WEST,110492,SABANG
318,MEDINIPUR WEST,110268,SABRA
313,HOWRAH,109589,SABSIT
319,MURSHIDABAD,110660,SADAL
320,NADIA,110875,SADHANPARA-I
320,NADIA,110876,SADHANPARA-II
303,24 PARAGANAS NORTH,107783,SADHANPUR
319,MURSHIDABAD,110636,SADIKHANDERAH
319,MURSHIDABAD,110757,SADIKPUR
316,MALDAH,109927,SADLICHAK
310,DINAJPUR DAKSHIN,109227,SAFANAGAR
317,MEDINIPUR EAST,110096,SAGARBARH
319,MURSHIDABAD,110742,SAGARDIGHI
319,MURSHIDABAD,110637,SAGARPARA
306,PURBA BARDHAMAN,108640,SAGRHAI
303,24 PARAGANAS NORTH,107973,SAGUNA
320,NADIA,110777,SAGUNA
316,MALDAH,109965,SAHABAJPUR
316,MALDAH,109966,SAHABANCHAK
318,MEDINIPUR WEST,110295,SAHACHAK
304,24 PARAGANAS SOUTH,108150,SAHAJADAPUR
319,MURSHIDABAD,110553,SAHAJADPUR
316,MALDAH,109901,SAHAJADPUR
305,BANKURA,108312,SAHAJORA
316,MALDAH,109983,SAHAPUR
307,BIRBHUM,108897,SAHAPUR
307,BIRBHUM,108774,SAHAPUR
313,HOWRAH,109646,SAHAPUR
311,DINAJPUR UTTAR,109279,SAHAPUR-I
311,DINAJPUR UTTAR,109262,SAHAPUR-I
311,DINAJPUR UTTAR,109280,SAHAPUR-II
311,DINAJPUR UTTAR,109263,SAHAPUR-II
317,MEDINIPUR EAST,110062,SAHARA
305,BANKURA,108357,SAHASPUR
308,COOCHBEHAR,108977,SAHEBGANJ
306,PURBA BARDHAMAN,108513,SAHEBGANJ-I
306,PURBA BARDHAMAN,108514,SAHEBGANJ-II
303,24 PARAGANAS NORTH,107935,SAHEBKHALI
319,MURSHIDABAD,110638,SAHEBNAGAR
320,NADIA,110951,SAHEBNAGAR
319,MURSHIDABAD,110595,SAHORA
310,DINAJPUR DAKSHIN,109214,SAIYADPUR
314,JALPAIGURI,109744,SAKOYAJHORA-I
314,JALPAIGURI,109745,SAKOYAJHORA-II
316,MALDAH,109902,SALAIDANGA
704,PASCHIM BARDHAMAN,108754,SALANPUR
319,MURSHIDABAD,110579,SALAR
314,JALPAIGURI,109746,SALBARI-I
308,COOCHBEHAR,109049,SALBARI-I
308,COOCHBEHAR,109050,SALBARI-II
314,JALPAIGURI,109747,SALBARI-II
305,BANKURA,108364,SALDA
305,BANKURA,108323,SALDIHA
312,HOOGHLY,109358,SALEPUR-I
312,HOOGHLY,109359,SALEPUR-II
318,MEDINIPUR WEST,110263,SALIKOTHA
305,BANKURA,108435,SALMA
305,BANKURA,108436,SALTORA
305,BANKURA,108467,SALTORA
321,PURULIA,111064,SALTORE
319,MURSHIDABAD,110580,SALU
702,KALIMPONG,261010,SAMALBONG
316,MALDAH,109999,SAMBALPUR
704,PASCHIM BARDHAMAN,108755,SAMDI
310,DINAJPUR DAKSHIN,109228,SAMJIA
319,MURSHIDABAD,110713,SAMMATINAGAR
317,MEDINIPUR EAST,110140,SAMSABAD
316,MALDAH,109993,SAMSI
702,KALIMPONG,260981,SAMSING
702,KALIMPONG,261011,SAMTHAR
306,PURBA BARDHAMAN,108711,SAMUDRAGARH
305,BANKURA,108301,SANBANDHA
703,Jhargram,110241,SANDAPARA
303,24 PARAGANAS NORTH,107936,SANDELERBIL
303,24 PARAGANAS NORTH,107966,SANDESHKHALI
318,MEDINIPUR WEST,110320,SANDHIPUR
307,BIRBHUM,108908,SANGRA
303,24 PARAGANAS NORTH,107843,SANGRAMPUR SHIBHATI
321,PURULIA,111109,SANKA
303,24 PARAGANAS NORTH,107844,SANKCHURA BEGUNDI
306,PURBA BARDHAMAN,108555,SANKO
318,MEDINIPUR WEST,110428,SANKOA
703,Jhargram,110513,SANKRAIL
313,HOWRAH,109661,SANKRAIL
314,JALPAIGURI,109853,SANNYASIKATA
313,HOWRAH,109604,SANPUIPARA BASUKATI
305,BANKURA,108401,SANTORE
312,HOOGHLY,109551,SANTOSHPUR
318,MEDINIPUR WEST,110397,SANTRAPUR
321,PURULIA,111120,SANTURI
312,HOOGHLY,109426,SAORA
703,Jhargram,110386,SAPDHARA
312,HOOGHLY,109401,SAPTAGRAM
314,JALPAIGURI,109837,SAPTIBARI-I
314,JALPAIGURI,109838,SAPTIBARI-II
317,MEDINIPUR EAST,110054,SARADA
312,HOOGHLY,109498,SARAI-TINNA
306,PURBA BARDHAMAN,108523,SARAITIKAR
319,MURSHIDABAD,110560,SARALPUR
319,MURSHIDABAD,110700,SARANGPUR
319,MURSHIDABAD,110609,SARANGPUR
313,HOWRAH,109596,SARATCHANDRA
320,NADIA,110778,SARATI
321,PURULIA,111065,SARBARI
303,24 PARAGANAS NORTH,107957,SARBERIA AGARHATI
318,MEDINIPUR WEST,110280,SARBERIA-I
318,MEDINIPUR WEST,110281,SARBERIA-II
317,MEDINIPUR EAST,110069,SARBODAYA
318,MEDINIPUR WEST,110331,SARBOTH
703,Jhargram,110387,SARDIHA
305,BANKURA,108443,SARENGA
313,HOWRAH,109662,SARENGA
304,24 PARAGANAS SOUTH,108083,SARENGABAD
306,PURBA BARDHAMAN,108610,SARGRAM
703,Jhargram,110363,SARIA
304,24 PARAGANAS SOUTH,108101,SARISA
318,MEDINIPUR WEST,110410,SARISHAKHOLA
307,BIRBHUM,108761,SARPALEHANA-ALBANDHA
664,Alipurduar,109784,SATALI
318,MEDINIPUR WEST,110337,SATBANKURA
306,PURBA BARDHAMAN,108587,SATGACHHI
304,24 PARAGANAS SOUTH,108065,SATGACHHIA
306,PURBA BARDHAMAN,108690,SATGACHHIA-I
306,PURBA BARDHAMAN,108691,SATGACHHIA-II
317,MEDINIPUR EAST,110195,SATILAPUR
306,PURBA BARDHAMAN,108556,SATINANDI
317,MEDINIPUR EAST,110108,SATISHSAMANTA
312,HOOGHLY,109511,SATITHAN
304,24 PARAGANAS SOUTH,108127,SATJELIA
703,Jhargram,110364,SATMA
305,BANKURA,108468,SATMOULI
307,BIRBHUM,108819,SATPALSA
307,BIRBHUM,108762,SATTORE
319,MURSHIDABAD,110554,SATUI CHAURIGACHHA
318,MEDINIPUR WEST,110308,SATYAPUR
318,MEDINIPUR WEST,110269,SAURIKOTBAR
318,MEDINIPUR WEST,110440,SAUTIA
303,24 PARAGANAS NORTH,107797,SAYESTANAGAR-I
303,24 PARAGANAS NORTH,107798,SAYESTANAGAR-II
309,DARJEELING,261038,SEETONG-I
309,DARJEELING,261039,SEETONG-II
306,PURBA BARDHAMAN,108729,SEHARA
303,24 PARAGANAS NORTH,107958,SEHERA RADHNAGAR
319,MURSHIDABAD,110714,SEKALIPUR
307,BIRBHUM,108832,SEKEDDA
319,MURSHIDABAD,110715,SEKENDRA
702,KALIMPONG,261012,SEOKBIR
317,MEDINIPUR EAST,110129,SEORABERIAJALPAI-I
317,MEDINIPUR EAST,110130,SEORABERIAJALPAI-II
321,PURULIA,110965,SERENGDIH
306,PURBA BARDHAMAN,108546,SERORAI
311,DINAJPUR UTTAR,109344,SERPUR
309,DARJEELING,261040,SETTONG-III
303,24 PARAGANAS NORTH,107837,SEWLI
319,MURSHIDABAD,110535,SHAKTIPUR
313,HOWRAH,109620,SHALAP-I
313,HOWRAH,109621,SHALAP-II
703,Jhargram,110388,SHALBONI
318,MEDINIPUR WEST,110502,SHALBONI
664,Alipurduar,109759,SHALKUMAR
664,Alipurduar,109716,SHALKUMAR-I
664,Alipurduar,109717,SHALKUMAR-II
304,24 PARAGANAS SOUTH,108128,SHAMBHUNAGAR
664,Alipurduar,109728,SHAMUKTALA
702,KALIMPONG,261028,SHANGSE
313,HOWRAH,109634,SHANKARHATI-I
313,HOWRAH,109635,SHANKARHATI-II
306,PURBA BARDHAMAN,108641,SHANKARI-I
306,PURBA BARDHAMAN,108642,SHANKARI-II
318,MEDINIPUR WEST,110338,SHANKARKANTA
304,24 PARAGANAS SOUTH,108228,SHANKARPUR
304,24 PARAGANAS SOUTH,107991,SHANKARPUR-I
304,24 PARAGANAS SOUTH,107992,SHANKARPUR-II
304,24 PARAGANAS SOUTH,108016,SHANKSAHAR
304,24 PARAGANAS SOUTH,108027,SHANPUKUR
317,MEDINIPUR EAST,110204,SHANTIPUR-I
317,MEDINIPUR EAST,110205,SHANTIPUR-II
702,KALIMPONG,261029,SHANTUK
303,24 PARAGANAS NORTH,107974,SHARAPUL NIRMAN
318,MEDINIPUR WEST,110493,SHARTA
303,24 PARAGANAS NORTH,107823,SHASAN
306,PURBA BARDHAMAN,108643,SHASHANGA
313,HOWRAH,109681,SHASHATI
703,Jhargram,110365,SHASHRHA
318,MEDINIPUR WEST,110503,SHATPATI
304,24 PARAGANAS SOUTH,108190,SHERPUR
313,HOWRAH,109636,SHIALDANGA
318,MEDINIPUR WEST,110441,SHIALSAI
303,24 PARAGANAS NORTH,107831,SHIBDASPUR
320,NADIA,110856,SHIBNIBAS
319,MURSHIDABAD,110690,SHIBPUR
304,24 PARAGANAS SOUTH,108247,SHIBRAMPUR
308,COOCHBEHAR,109004,SHIKARPUR
320,NADIA,110840,SHIKARPUR
304,24 PARAGANAS SOUTH,107993,SHIKHARBALI-I
304,24 PARAGANAS SOUTH,107994,SHIKHARBALI-II
312,HOOGHLY,109499,SHIKHIRACHANPTA
703,Jhargram,110242,SHILDA
306,PURBA BARDHAMAN,108658,SHIMULIA-I
306,PURBA BARDHAMAN,108659,SHIMULIA-II
703,Jhargram,110243,SHIMULPAL
303,24 PARAGANAS NORTH,107894,SHIMULPUR
318,MEDINIPUR WEST,110436,SHIROMONI
318,MEDINIPUR WEST,110411,SHIRSHA
310,DINAJPUR DAKSHIN,109215,SHIRSHI
664,Alipurduar,109804,SHISHUJHUMRA
307,BIRBHUM,108863,SHITALGRAM
317,MEDINIPUR EAST,110131,SHITALPURPASCHIM
309,DARJEELING,261041,SHIVAKHOLA
312,HOOGHLY,109382,SHIYAKHALA
304,24 PARAGANAS SOUTH,108191,SHRICHANDA
303,24 PARAGANAS NORTH,107853,SHRINAGAR METIA
306,PURBA BARDHAMAN,108671,SHUSHUNIA
312,HOOGHLY,109435,SHYAMBAZAR
704,PASCHIM BARDHAMAN,108578,SHYAMLA
318,MEDINIPUR WEST,110321,SHYAMNAGAR
305,BANKURA,108365,SHYAMNAGAR
320,NADIA,110923,SHYAMNAGAR
320,NADIA,110943,SHYAMNAGAR
312,HOOGHLY,109519,SHYAMPUR
306,PURBA BARDHAMAN,108730,SHYAMSUNDAR
305,BANKURA,108420,SHYAMSUNDARPUR
307,BIRBHUM,108763,SIAN-MULUK
317,MEDINIPUR EAST,110097,SIDDHA-I
317,MEDINIPUR EAST,110098,SIDHHA-II
321,PURULIA,111008,SIDHI-JAMRA
305,BANKURA,108381,SIHAR
312,HOOGHLY,109370,SIJAKAMALPUR
319,MURSHIDABAD,110575,SIJGRAM
703,Jhargram,110233,SIJUA
314,JALPAIGURI,109854,SIKARPUR
316,MALDAH,109941,SILAMPUR-I
316,MALDAH,109942,SILAMPUR-II
320,NADIA,110779,SILINDA-I
320,NADIA,110780,SILINDA-II
321,PURULIA,111039,SIMLA-DHANARA
312,HOOGHLY,109500,SIMLAGARHVITASIN
305,BANKURA,108450,SIMLAPAL
317,MEDINIPUR EAST,110011,SIMULIA
319,MURSHIDABAD,110581,SIMULIA
320,NADIA,110781,SIMURALI
702,KALIMPONG,261013,SINDEPONG
303,24 PARAGANAS NORTH,107807,SINDRANI
321,PURULIA,110966,SINDRI
321,PURULIA,110982,SINDRI
307,BIRBHUM,108764,SINGHEE
306,PURBA BARDHAMAN,108618,SINGI
309,DARJEELING,261060,SINGRIMATAM
309,DARJEELING,260970,SINGTAMN SOOM
313,HOWRAH,109692,SINGTI
312,HOOGHLY,109535,SINGUR-I
312,HOOGHLY,109536,SINGUR-II
313,HOWRAH,109563,SIRAJBATI
304,24 PARAGANAS SOUTH,108192,SIRAKOL
309,DARJEELING,260971,SIRIKHOLA-DARAGAON
321,PURULIA,110959,SIRKABAD
307,BIRBHUM,108783,SIRSHA
306,PURBA BARDHAMAN,108626,SITAHATI
308,COOCHBEHAR,109016,SITAI-I
308,COOCHBEHAR,109017,SITAI-II
308,COOCHBEHAR,109025,SITALKUCHI
311,DINAJPUR UTTAR,109345,SITGRAM
318,MEDINIPUR WEST,110309,SNARPUR-LOYADA
303,24 PARAGANAS NORTH,107882,SOHAI-SHETPUR
312,HOOGHLY,109418,SOMASPUR-I
312,HOOGHLY,109419,SOMASPUR-II
319,MURSHIDABAD,110536,SOMEPARA-I
319,MURSHIDABAD,110537,SOMEPARA-II
312,HOOGHLY,109371,SOMRA-I
312,HOOGHLY,109372,SOMRA-II
317,MEDINIPUR EAST,110141,SONACHURA
305,BANKURA,108421,SONAGARA
321,PURULIA,111093,SONAIJURI
321,PURULIA,111040,SONAIJURI
303,24 PARAGANAS NORTH,107918,SONAPUKUR SANKARPUR
311,DINAJPUR UTTAR,109255,SONAPUR
304,24 PARAGANAS SOUTH,108282,SONARPUR-II
321,PURULIA,111041,SONATHALI
309,DARJEELING,261051,SOURENI-I
309,DARJEELING,261052,SOURENI-II
304,24 PARAGANAS SOUTH,108066,SOUTH BAWALI
314,JALPAIGURI,109773,SOUTH BERUBARI
304,24 PARAGANAS SOUTH,107995,SOUTH GARIA
317,MEDINIPUR EAST,110177,SOUTH KHANDA
316,MALDAH,109887,SOVANAGAR
306,PURBA BARDHAMAN,108619,SREEBATI
306,PURBA BARDHAMAN,108611,SREEKHANDA
307,BIRBHUM,108909,SREENIDHIPUR
316,MALDAH,110000,SREEPUR-I
316,MALDAH,110001,SREEPUR-II
317,MEDINIPUR EAST,110178,SREERAMPUR
704,PASCHIM BARDHAMAN,108698,SREERAMPUR
312,HOOGHLY,109520,SREERAMPUR
316,MALDAH,109913,SREERAMPUR
306,PURBA BARDHAMAN,108712,SREERAMPUR
317,MEDINIPUR EAST,110221,SREERAMPUR-I
317,MEDINIPUR EAST,110222,SREERAMPUR-II
304,24 PARAGANAS SOUTH,108158,SRI SRI RAMKRISHNA
304,24 PARAGANAS SOUTH,108261,SRIDHARNAGAR
317,MEDINIPUR EAST,110118,SRIKANTHA
303,24 PARAGANAS NORTH,107910,SRIKRISHNAPUR
304,24 PARAGANAS SOUTH,108159,SRINAGAR
304,24 PARAGANAS SOUTH,108262,SRINARAYANPUR PURNACHANDRAPUR
312,HOOGHLY,109450,SRIPATIPURILIPUR
304,24 PARAGANAS SOUTH,108139,SRIPUR
312,HOOGHLY,109373,SRIPUR-BALAGARH
309,DARJEELING,261042,ST. MARRYS-I
309,DARJEELING,261043,ST. MARRYS-II
309,DARJEELING,261044,ST. MARRYS-III
306,PURBA BARDHAMAN,108612,SUDPUR
312,HOOGHLY,109512,SUGANDHA
316,MALDAH,109943,SUJAPUR
319,MURSHIDABAD,110526,SUJAPUR-KUMARPUR
308,COOCHBEHAR,108978,SUKARUKUTHI
310,DINAJPUR DAKSHIN,109207,SUKDEVPUR
314,JALPAIGURI,109855,SUKHANI
309,DARJEELING,260997,SUKHIA-SIMANA
309,DARJEELING,261045,SUKNA
321,PURULIA,110983,SUKURHUTU
314,JALPAIGURI,109843,SULKAPARA
316,MALDAH,109928,SULTANNAGAR
318,MEDINIPUR WEST,110351,SULTANPUR
306,PURBA BARDHAMAN,108596,SULTANPUR
319,MURSHIDABAD,110596,SUNDARPUR
303,24 PARAGANAS NORTH,107868,SUNDARPUR
319,MURSHIDABAD,110568,SUNDARPUR
321,PURULIA,110992,SUPUDIH
305,BANKURA,108373,SUPUR
311,DINAJPUR UTTAR,109264,SURJAPUR-I
311,DINAJPUR UTTAR,109265,SURJAPUR-II
311,DINAJPUR UTTAR,109309,SURUN-I
311,DINAJPUR UTTAR,109310,SURUN-II
304,24 PARAGANAS SOUTH,108160,SURYANAGAR
305,BANKURA,108324,SUSUNIA
303,24 PARAGANAS NORTH,107895,SUTIA
308,COOCHBEHAR,108950,SUTKABARI
313,HOWRAH,109647,SUVARARA
304,24 PARAGANAS SOUTH,108161,SWAMI BIBEKANANDA
320,NADIA,110884,SWARUPGANJ
303,24 PARAGANAS NORTH,107975,SWARUPNAGAR BANGLANI
319,MURSHIDABAD,110628,SWARUPPUR
702,KALIMPONG,261030,SYAKIYONG
313,HOWRAH,109673,SYAMPUR
309,DARJEELING,261061,TACKLING-I
309,DARJEELING,261062,TACKLING-II
313,HOWRAH,109578,TAJPUR
308,COOCHBEHAR,108935,TAKAGACHH-RAJARHAT
309,DARJEELING,261063,TAKDAH
318,MEDINIPUR WEST,110270,TALDA
320,NADIA,110857,TALDAH MAJDIA
305,BANKURA,108469,TALDANGRA
304,24 PARAGANAS SOUTH,108076,TALDI
317,MEDINIPUR EAST,110186,TALGACHHARI-I
317,MEDINIPUR EAST,110187,TALGACHHARI-II
319,MURSHIDABAD,110576,TALGRAM
319,MURSHIDABAD,110582,TALIBPUR
307,BIRBHUM,108813,TALOWAN
312,HOOGHLY,109552,TALPUR
304,24 PARAGANAS SOUTH,108084,TAMBULDAHA-I
304,24 PARAGANAS SOUTH,108085,TAMBULDAHA-II
318,MEDINIPUR WEST,110437,TANTIGERIA
307,BIRBHUM,108879,TANTIPARA
312,HOOGHLY,109472,TANTISAL
318,MEDINIPUR WEST,110442,TANUA
310,DINAJPUR DAKSHIN,109247,TAPANCHANDIPUR
313,HOWRAH,109701,TAPNA
703,Jhargram,110358,TAPSHIA
704,PASCHIM BARDHAMAN,108579,TAPSI
664,Alipurduar,109718,TAPSIKHATA
321,PURULIA,111121,TARABARI
303,24 PARAGANAS NORTH,107784,TARABERIA
320,NADIA,110909,TARAPUR
304,24 PARAGANAS SOUTH,108017,TARDA
318,MEDINIPUR WEST,110264,TARURUI
702,KALIMPONG,261014,TASHIDING
320,NADIA,110782,TATLA-I
320,NADIA,110783,TATLA-II
664,Alipurduar,109729,TATPARA-I
664,Alipurduar,109730,TATPARA-II
321,PURULIA,111028,TATUARA
318,MEDINIPUR WEST,110412,TEGHARI
319,MURSHIDABAD,110716,TEGHARI-I
305,BANKURA,108325,TEGHORI
320,NADIA,110944,TEHATTA
313,HOWRAH,109707,TEHATTA-KANTABERIA-I
313,HOWRAH,109708,TEHATTA-KANTABERIA-II
303,24 PARAGANAS NORTH,107869,TENGRA
319,MURSHIDABAD,110722,TENKARAIPUR BALUMATI
321,PURULIA,110974,TENTLOW
319,MURSHIDABAD,110680,TENTULIA
319,MURSHIDABAD,110583,TENYA-BAIDYAPUR
303,24 PARAGANAS NORTH,107976,TEPUR MIRZAPUR
314,JALPAIGURI,109817,TESIMALA
312,HOOGHLY,109473,THAKURANICHAK
313,HOWRAH,109579,THALIA
313,HOWRAH,109663,THANAMAKUA
307,BIRBHUM,108804,THIBA
307,BIRBHUM,108873,THUPSARA
317,MEDINIPUR EAST,110080,TIKASHI
317,MEDINIPUR EAST,110119,TILKHOJA
307,BIRBHUM,108916,TILPARA
305,BANKURA,108437,TILURI
319,MURSHIDABAD,110751,TINPUKURIA
704,PASCHIM BARDHAMAN,108744,TIRAT
312,HOOGHLY,109360,TIROLE
702,KALIMPONG,261015,TISTA
702,KALIMPONG,260982,TODEYTANGTA
311,DINAJPUR UTTAR,109266,TORIYAL
664,Alipurduar,109805,TOTOPARA BALLALGURI
704,PASCHIM BARDHAMAN,108603,TRILOKCHANDRAPUR
321,PURULIA,111019,TULIN
313,HOWRAH,109709,TULSIBERIA
316,MALDAH,109920,TULSIHATTA
321,PURULIA,110984,TUMRASOLE
321,PURULIA,110967,TUNTURI-SUISA
318,MEDINIPUR WEST,110271,TURKA
664,Alipurduar,109731,TURTURI
664,Alipurduar,109793,TURTURIKHANDA
318,MEDINIPUR WEST,110458,TUTRANGA
306,PURBA BARDHAMAN,108738,UCHALAN
308,COOCHBEHAR,109012,UCHALPUKURI
306,PURBA BARDHAMAN,108547,UCHCHAGRAM
307,BIRBHUM,108874,UCHKARAN
313,HOWRAH,109564,UDANG-I
313,HOWRAH,109565,UDANG-II
310,DINAJPUR DAKSHIN,109209,UDAY
310,DINAJPUR DAKSHIN,109236,UDAYPUR
321,PURULIA,111075,UDAYPUR-JOYNAGAR
704,PASCHIM BARDHAMAN,108699,UKHRA
306,PURBA BARDHAMAN,108644,UKHRID
306,PURBA BARDHAMAN,108485,UKTA
305,BANKURA,108478,ULIARA
307,BIRBHUM,108820,ULKUNDA
319,MURSHIDABAD,110767,UMRAPUR
308,COOCHBEHAR,108994,UNISHBISHA
321,PURULIA,111009,UPANKAHAN
309,DARJEELING,109164,UPPER BAGDOGRA
702,KALIMPONG,261016,UPPER ECHHAY
309,DARJEELING,260998,UPPER SONADA
304,24 PARAGANAS SOUTH,108209,URELCHANDPUR
318,MEDINIPUR WEST,110339,URIASAI
304,24 PARAGANAS SOUTH,108193,USTHI
308,COOCHBEHAR,108984,UTTAR BARA HALDIBARI
316,MALDAH,109977,UTTAR CHANDIPUR
304,24 PARAGANAS SOUTH,108140,UTTAR DURGAPUR
313,HOWRAH,109622,UTTAR JHAPARDAHA
304,24 PARAGANAS SOUTH,108229,UTTAR LAKSHMINARAYANPUR
316,MALDAH,109950,UTTAR LAKSHMIPUR
304,24 PARAGANAS SOUTH,108008,UTTAR MOKAMBERIA
316,MALDAH,109951,UTTAR PACHANANDAPUR-II
316,MALDAH,109952,UTTAR PANCHANANDAPUR-I
304,24 PARAGANAS SOUTH,108055,UTTAR RAIPUR
305,BANKURA,108366,UTTARBARH
304,24 PARAGANAS SOUTH,108194,UTTARKUSUM
317,MEDINIPUR EAST,110223,UTTARSONAMUI
306,PURBA BARDHAMAN,108672,VAGRAMULGRAM
664,Alipurduar,109794,VALKA BARABISA-I
664,Alipurduar,109795,VALKA BARABISA-II
306,PURBA BARDHAMAN,108491,VALKI
316,MALDAH,109929,VALUKA
310,DINAJPUR DAKSHIN,109193,VATPARA
306,PURBA BARDHAMAN,108492,VEDIA
318,MEDINIPUR WEST,110419,VETIA
317,MEDINIPUR EAST,110070,VIVEKANANDA
664,Alipurduar,109719,VIVEKANDA-I
664,Alipurduar,109720,VIVEKANDA-II
702,KALIMPONG,261017,YANGMAKUM
304,24 PARAGANAS SOUTH,108195,YEARPUR
303,24 PARAGANAS NORTH,,
304,24 PARAGANAS SOUTH,,
664,Alipurduar,,
307,BIRBHUM,,
308,COOCHBEHAR,,
309,DARJEELING,,
310,DINAJPUR DAKSHIN,,
311,DINAJPUR UTTAR,,
312,HOOGHLY,,
314,JALPAIGURI,,
703,Jhargram,,
315,KOLKATA,,
316,MALDAH,,
317,MEDINIPUR EAST,,
318,MEDINIPUR WEST,,
319,MURSHIDABAD,,
320,NADIA,,
704,PASCHIM BARDHAMAN,,
321,PURULIA,,
