district_code,district_name,localbody_code,localbody_name
303,24 PARAGANAS NORTH,107813,KASHIMPUR
321,PURULIA,111036,KASHIPUR
318,MEDINIPUR WEST,110448,KASHIPUR
319,MURSHIDABAD,110531,KASHIPUR
702,KALIMPONG,261022,KASHYONG
319,MURSHIDABAD,110710,KASIADANGA
319,MURSHIDABAD,110763,KASIMNAGAR
304,24 PARAGANAS SOUTH,108233,KASINAGAR
304,24 PARAGANAS SOUTH,108061,KASIPUR ALAMPUR
313,HOWRAH,109575,KASMOLI
307,BIRBHUM,108884,KASTHOGORA
320,NADIA,244952,KASTODANGA-I
320,NADIA,110814,KASTODANGA-II
319,MURSHIDABAD,110634,KATABARI
319,MURSHIDABAD,110725,KATLAMARI-I
319,MURSHIDABAD,110726,KATLAMARI-II
318,MEDINIPUR WEST,110318,KATRAUTTARBIL
304,24 PARAGANAS SOUTH,108234,KAUTALA
304,24 PARAGANAS SOUTH,108217,KECHARKUR
319,MURSHIDABAD,110694,KEDARCHANDPUR-I
319,MURSHIDABAD,110695,KEDARCHANDPUR-II
308,COOCHBEHAR,109000,KEDARHAT
312,HOOGHLY,109516,KELEPARA
303,24 PARAGANAS NORTH,107820,KEMIA KHAMARPARA
704,PASCHIM BARDHAMAN,108575,KENDA
321,PURULIA,111080,KENDA
703,Jhargram,110373,KENDADANGRI
307,BIRBHUM,108787,KENDGORE
704,PASCHIM BARDHAMAN,108704,KENDRA
307,BIRBHUM,108920,KENDUA
703,Jhargram,110362,KENDUGARI
317,MEDINIPUR EAST,110137,KENDUMARIJALPAI
305,BANKURA,108294,KENJAKURA
304,24 PARAGANAS SOUTH,108033,KEORADANGA
304,24 PARAGANAS SOUTH,108170,KEORATALA
312,HOOGHLY,109548,KESABCHAK
317,MEDINIPUR EAST,110154,KESHAPAT
321,PURULIA,110998,KESHERGARH
318,MEDINIPUR WEST,110392,KESHIARI
318,MEDINIPUR WEST,110408,KESHPUR
306,PURBA BARDHAMAN,108622,KETUGRAM
311,DINAJPUR UTTAR,109274,KHAGORE
308,COOCHBEHAR,108929,KHAGRABARI
314,JALPAIGURI,109829,KHAGRABARI-I
314,JALPAIGURI,109830,KHAGRABARI-II
304,24 PARAGANAS SOUTH,108044,KHAGRAMURI
318,MEDINIPUR WEST,110393,KHAJRA
312,HOOGHLY,109415,KHAJUDAHAMILKI
321,PURULIA,111107,KHAJURA
306,PURBA BARDHAMAN,108608,KHAJURDIHI
304,24 PARAGANAS SOUTH,108136,KHAKURDAHA
305,BANKURA,108465,KHALGRAM
308,COOCHBEHAR,109023,KHALISAMARI
313,HOWRAH,109705,KHALISANI
313,HOWRAH,109588,KHALORE
312,HOOGHLY,109464,KHANAKUL-I
312,HOOGHLY,109465,KHANAKUL-II
318,MEDINIPUR WEST,110304,KHANAMOHAN
306,PURBA BARDHAMAN,108638,KHANDAGHOSH
317,MEDINIPUR EAST,110155,KHANDAKHOLA
704,PASCHIM BARDHAMAN,108695,KHANDARA
317,MEDINIPUR EAST,110092,KHANGDIHI
318,MEDINIPUR WEST,110289,KHANJAPUR
306,PURBA BARDHAMAN,108552,KHANO
305,BANKURA,108309,KHANRARI
308,COOCHBEHAR,108930,KHAPAIDANGA
317,MEDINIPUR EAST,110173,KHAR
316,MALDAH,109866,KHARBA
703,Jhargram,110354,KHARBANDHI
313,HOWRAH,109560,KHARDAH
319,MURSHIDABAD,110654,KHARGRAM
304,24 PARAGANAS SOUTH,108235,KHARI
314,JALPAIGURI,109766,KHARIA
309,DARJEELING,109132,KHARIBARI-PANISHALI
319,MURSHIDABAD,110558,KHARIBONA
314,JALPAIGURI,109767,KHARIJA-BERUBARI-I
314,JALPAIGURI,109768,KHARIJA-BERUBARI-II
703,Jhargram,110467,KHARIKAMATHANI
319,MURSHIDABAD,110589,KHARJUNA
318,MEDINIPUR WEST,110319,KHARKUSMA
313,HOWRAH,109679,KHARUBERIA
317,MEDINIPUR EAST,110200,KHARUI-I
317,MEDINIPUR EAST,110201,KHARUI-II
307,BIRBHUM,108885,KHARUN
303,24 PARAGANAS NORTH,107916,KHASBALANDA
307,BIRBHUM,108913,KHATANGA
305,BANKURA,108371,KHATRAGRAM-I
305,BANKURA,108372,KHATRAGRAM-II
664,Alipurduar,109800,KHAYARBARI
319,MURSHIDABAD,110635,KHAYRAMARI
317,MEDINIPUR EAST,110084,KHEJURI
318,MEDINIPUR WEST,110418,KHELARH
318,MEDINIPUR WEST,110290,KHEPUTDAKSHNIBARH
304,24 PARAGANAS SOUTH,108277,KHEYADAHA-I
304,24 PARAGANAS SOUTH,108278,KHEYADAHA-II
319,MURSHIDABAD,110624,KHIDIRPUR
313,HOWRAH,109688,KHILA
320,NADIA,110904,KHISMA
664,Alipurduar,109788,KHOARDANGA-I
664,Alipurduar,109789,KHOARDANGA-II
317,MEDINIPUR EAST,110147,KHODAMBARI-I
317,MEDINIPUR EAST,110148,KHODAMBARI-II
303,24 PARAGANAS NORTH,107851,KHOLAPOTA
304,24 PARAGANAS SOUTH,108097,KHORDA
313,HOWRAH,109561,KHOSALPUR
307,BIRBHUM,108788,KHOYRASOLE
703,Jhargram,110507,KHUDMORAI
318,MEDINIPUR WEST,110291,KHUKURDAHA
303,24 PARAGANAS NORTH,107963,KHULNA
318,MEDINIPUR WEST,110449,KHURSI
319,MURSHIDABAD,110684,KIRITESWARI
303,24 PARAGANAS NORTH,107821,KIRITIPUR-II
307,BIRBHUM,108870,KIRNAHAR-I
307,BIRBHUM,108871,KIRNAHAR-II
319,MURSHIDABAD,110655,KIRTIPUR
303,24 PARAGANAS NORTH,107822,KIRTIPUR-I
308,COOCHBEHAR,108974,KISHAMAT DASGRAM
312,HOOGHLY,109466,KISHOREPUR-I
312,HOOGHLY,109467,KISHOREPUR-II
317,MEDINIPUR EAST,110104,KISMATNAIKUNDI
305,BANKURA,108455,KOCHDIHI
312,HOOGHLY,109397,KODALIA-I
312,HOOGHLY,109398,KODALIA-II
664,Alipurduar,109724,KOHINOOR
317,MEDINIPUR EAST,110093,KOLA-I
317,MEDINIPUR EAST,110094,KOLA-II
313,HOWRAH,109611,KOLORA-I
313,HOWRAH,109612,KOLORA-II
303,24 PARAGANAS NORTH,107880,KOLSUR
307,BIRBHUM,108921,KOMA
303,24 PARAGANAS NORTH,107803,KONIARA-I
303,24 PARAGANAS NORTH,107804,KONIARA-II
303,24 PARAGANAS NORTH,107964,KORAKATI
306,PURBA BARDHAMAN,108609,KOSHIGRAM
305,BANKURA,108297,KOSTHIA
306,PURBA BARDHAMAN,108489,KOTA
312,HOOGHLY,109455,KOTALPUR
317,MEDINIPUR EAST,110008,KOTBARH
303,24 PARAGANAS NORTH,107814,KOTRA
305,BANKURA,108376,KOTULPUR
316,MALDAH,109883,KOTWALI
303,24 PARAGANAS NORTH,107826,KOWGACHI-I
303,24 PARAGANAS NORTH,107827,KOWGACHI-II
304,24 PARAGANAS SOUTH,108223,KRISHNACHANDRAPUR
306,PURBA BARDHAMAN,108594,KRISHNADEVPUR
320,NADIA,110854,KRISHNAGANJ
316,MALDAH,109961,KRISHNAPUR
304,24 PARAGANAS SOUTH,108218,KRISHNAPUR
312,HOOGHLY,109378,KRISHNARAMPUR
316,MALDAH,109875,KSHEMPUR
306,PURBA BARDHAMAN,108519,KSHETIA
318,MEDINIPUR WEST,110477,KSHIRAI
306,PURBA BARDHAMAN,108652,KSHIRGRAM
312,HOOGHLY,109493,KSHIRKUNDI-NAMAJGRAM-NIYASA
318,MEDINIPUR WEST,110255,KUAPUR
321,PURULIA,110989,KUCHIA
305,BANKURA,108361,KUCHIAKOLE
308,COOCHBEHAR,109009,KUCHLIBARI
306,PURBA BARDHAMAN,108689,KUCHUT
321,PURULIA,110990,KUILAPAL
317,MEDINIPUR EAST,110211,KUKRAHATI
314,JALPAIGURI,109849,KUKURJAN
317,MEDINIPUR EAST,110028,KULBARI
704,PASCHIM BARDHAMAN,108752,KULBERIABOLKUNDA
304,24 PARAGANAS SOUTH,108034,KULERDARI
319,MURSHIDABAD,110590,KULI
703,Jhargram,110355,KULIANA
304,24 PARAGANAS SOUTH,108171,KULPI
303,24 PARAGANAS NORTH,107917,KULTI
703,Jhargram,110508,KULTIKRI
702,KALIMPONG,260976,KUMAI
317,MEDINIPUR EAST,110127,KUMARARA
317,MEDINIPUR EAST,110128,KUMARCHAK
312,HOOGHLY,109432,KUMARGANJ
664,Alipurduar,109790,KUMARGRAM
321,PURULIA,111058,KUMARI
303,24 PARAGANAS NORTH,107942,KUMARJOLE
312,HOOGHLY,109423,KUMARSA
319,MURSHIDABAD,110645,KUMARSANDA
316,MALDAH,109962,KUMBHIRA
317,MEDINIPUR EAST,110043,KUMIRDA
304,24 PARAGANAS SOUTH,108122,KUMIRMARI
312,HOOGHLY,109379,KUMIRMORE
314,JALPAIGURI,109811,KUMLAI
321,PURULIA,110991,KUMRA
303,24 PARAGANAS NORTH,107898,KUMRA
304,24 PARAGANAS SOUTH,108236,KUMRAPARA
318,MEDINIPUR WEST,110450,KUNARPUR
304,24 PARAGANAS SOUTH,108181,KUNDAKHALI GODABAR
307,BIRBHUM,108817,KUNDOLA
313,HOWRAH,109689,KURCHI SHIBPUR
306,PURBA BARDHAMAN,108553,KURKUBA
306,PURBA BARDHAMAN,108520,KURMUN-I
306,PURBA BARDHAMAN,108530,KURMUN-II
308,COOCHBEHAR,109001,KURSAMARI
307,BIRBHUM,108856,KURUMGRAM
307,BIRBHUM,108801,KURUNNAHAR
319,MURSHIDABAD,110591,KURUNNORUN
313,HOWRAH,109576,KUSBERIA
305,BANKURA,108409,KUSHADWIP
318,MEDINIPUR WEST,110451,KUSHBASAN
310,DINAJPUR DAKSHIN,109234,KUSHMANDI
307,BIRBHUM,108842,KUSHMORE-I
307,BIRBHUM,108843,KUSHMORE-II
305,BANKURA,108384,KUSHTORE
316,MALDAH,109917,KUSIDHA
307,BIRBHUM,108886,KUSUMBA
318,MEDINIPUR WEST,110478,KUSUMDA
306,PURBA BARDHAMAN,108664,KUSUMGRAM
317,MEDINIPUR EAST,110044,KUSUMPUR
318,MEDINIPUR WEST,110394,KUSUMPUR
319,MURSHIDABAD,110565,KUTHIRAMPUR
309,DARJEELING,261053,LABDAH
307,BIRBHUM,108802,LABPUR-I
307,BIRBHUM,108803,LABPUR-II
305,BANKURA,108332,LACHHMANPUR
318,MEDINIPUR WEST,110424,LACHHMAPUR
321,PURULIA,110999,LADHURKA
321,PURULIA,111091,LAGDA
304,24 PARAGANAS SOUTH,108123,LAHIRIPUR
311,DINAJPUR UTTAR,109327,LAHUTARA-I
311,DINAJPUR UTTAR,109328,LAHUTARA-II
321,PURULIA,111000,LAKHANPUR
311,DINAJPUR UTTAR,109253,LAKHIPUR
321,PURULIA,111081,LAKHRA
306,PURBA BARDHAMAN,108653,LAKHURIA
317,MEDINIPUR EAST,110079,LAKSHI
319,MURSHIDABAD,110711,LAKSHMIJOLA
304,24 PARAGANAS SOUTH,108188,LAKSHMIKANTAPUR
316,MALDAH,109963,LAKSHMIPUR
318,MEDINIPUR WEST,110245,LAKSHMIPUR
305,BANKURA,108446,LAKSHMISAGAR
317,MEDINIPUR EAST,110105,LAKSHYA-I
317,MEDINIPUR EAST,110106,LAKSHYA-II
304,24 PARAGANAS SOUTH,108258,LAKSMIJANARDANPUR
703,Jhargram,110374,LALBANDH
308,COOCHBEHAR,109024,LALBAZAR
703,Jhargram,110230,LALGARH
318,MEDINIPUR WEST,110501,LALGERIA
319,MURSHIDABAD,110667,LALGOLA
304,24 PARAGANAS SOUTH,108224,LALPUR
318,MEDINIPUR WEST,110395,LALUA
309,DARJEELING,261054,LAMAHATTA
304,24 PARAGANAS SOUTH,108279,LANGALBERIA
664,Alipurduar,109801,LANKAPARA
313,HOWRAH,109630,LASKARPUR
664,Alipurduar,109780,LATABARI
314,JALPAIGURI,109812,LATAGURI
308,COOCHBEHAR,108989,LATAPOTA
305,BANKURA,108333,LATIABONI
321,PURULIA,110981,LATPADA
317,MEDINIPUR EAST,110045,LAUDA
703,Jhargram,110509,LAUDAHA
704,PASCHIM BARDHAMAN,108537,LAUDOHA
702,KALIMPONG,261023,LAVA-GITABEONG
307,BIRBHUM,108770,LAXMI-NARAYANPUR
319,MURSHIDABAD,110764,LAXMIPUR
305,BANKURA,108475,LAYEKBANDH
312,HOOGHLY,109494,LCHHOBADASPUR
309,DARJEELING,260959,LEBONG VALLEY-I
309,DARJEELING,260960,LEBONG VALLEY-II
305,BANKURA,108377,LEGO
309,DARJEELING,260986,LINGIAMARAYBONG
702,KALIMPONG,299521,LINGSEY
702,KALIMPONG,261024,LINGSEYKHA
306,PURBA BARDHAMAN,108541,LOAPURKRISHNARAMPUR
306,PURBA BARDHAMAN,108542,LOARAMGOPALPUR
307,BIRBHUM,108771,LOBA
319,MURSHIDABAD,110720,LOCHANPUR
311,DINAJPUR UTTAR,109275,LODHAN
703,Jhargram,110381,LODHASULI
309,DARJEELING,260961,LODHOMA-I
309,DARJEELING,260962,LODHOMA-II
306,PURBA BARDHAMAN,108639,LODNA
305,BANKURA,108391,LODNA
307,BIRBHUM,108789,LOKEPUR
702,KALIMPONG,261025,LOLE
309,DARJEELING,109161,LOWER BAGDOGRA
702,KALIMPONG,261006,LOWER ECHHAY
309,DARJEELING,260987,LOWER SONADA-I
309,DARJEELING,260988,LOWER SONADA-II
305,BANKURA,108378,LOWGRAM
314,JALPAIGURI,109842,LUKSAN
305,BANKURA,108447,MACHATORA
303,24 PARAGANAS NORTH,107899,MACHHLANDAPUR-I
303,24 PARAGANAS NORTH,107900,MACHHLANDAPUR-II
305,BANKURA,108379,MADANMOHANPUR
319,MURSHIDABAD,110545,MADANPUR
704,PASCHIM BARDHAMAN,108696,MADANPUR
320,NADIA,110775,MADANPUR-I
320,NADIA,110776,MADANPUR-II
704,PASCHIM BARDHAMAN,108576,MADANTOR
304,24 PARAGANAS SOUTH,107986,MADARAT
664,Alipurduar,109802,MADARIHAT
319,MURSHIDABAD,110521,MADDA
314,JALPAIGURI,109831,MADHABDANGA-I
314,JALPAIGURI,109832,MADHABDANGA-II
312,HOOGHLY,109353,MADHABPUR
320,NADIA,110838,MADHUGARI
308,COOCHBEHAR,108931,MADHUPUR
319,MURSHIDABAD,110696,MADHUPUR
319,MURSHIDABAD,110607,MADHURKUL
304,24 PARAGANAS SOUTH,108152,MADHUSUDANPUR
316,MALDAH,109860,MADNABATI
304,24 PARAGANAS SOUTH,108204,MAGRAHAT PASCHIM
304,24 PARAGANAS SOUTH,108205,MAGRAHAT PURBA
321,PURULIA,111001,MAGURIA-LALPUR
314,JALPAIGURI,109742,MAGURMARI-I
314,JALPAIGURI,109743,MAGURMARI-II
310,DINAJPUR DAKSHIN,109197,MAHABARI
306,PURBA BARDHAMAN,108510,MAHACHANDA
319,MURSHIDABAD,110616,MAHADEBNAGAR
316,MALDAH,109884,MAHADIPUR
664,Alipurduar,109725,MAHAKALGURI
319,MURSHIDABAD,110646,MAHALANDI-I
319,MURSHIDABAD,110647,MAHALANDI-II
307,BIRBHUM,108829,MAHAMADBAZAR
319,MURSHIDABAD,110566,MAHAMMADPUR
317,MEDINIPUR EAST,110138,MAHAMMADPUR
317,MEDINIPUR EAST,110009,MAHAMMADPUR-I
317,MEDINIPUR EAST,110010,MAHAMMADPUR-II
312,HOOGHLY,109507,MAHANAD
309,DARJEELING,261036,MAHANADI
316,MALDAH,109867,MAHANANDAPUR
316,MALDAH,109991,MAHANANDATOLA
316,MALDAH,109995,MAHARAJPUR
306,PURBA BARDHAMAN,108511,MAHATA
320,NADIA,110794,MAHATPUR
316,MALDAH,109918,MAHENDRAPUR
319,MURSHIDABAD,110765,MAHESAIL-I
319,MURSHIDABAD,110766,MAHESAIL-II
313,HOWRAH,109700,MAHESHPUR
319,MURSHIDABAD,110617,MAHESHPUR
320,NADIA,110795,MAHESHPUR
311,DINAJPUR UTTAR,109341,MAHIPUR
317,MEDINIPUR EAST,110034,MAHISAGOT
319,MURSHIDABAD,110656,MAHISAR
319,MURSHIDABAD,110567,MAHISASTHALI
316,MALDAH,109980,MAHISBATHANI
308,COOCHBEHAR,109045,MAHISKHUCHI-II
308,COOCHBEHAR,109046,MAHISKUCHI-I
320,NADIA,110880,MAHISURA
313,HOWRAH,109613,MAHIYARI-I
313,HOWRAH,109614,MAHIYARI-II
311,DINAJPUR UTTAR,109276,MAHUA
319,MURSHIDABAD,110522,MAHULA-I
319,MURSHIDABAD,110523,MAHULA-II
307,BIRBHUM,108836,MAHURAPUR
319,MURSHIDABAD,110685,MAHURUL
304,24 PARAGANAS SOUTH,108182,MAIPITH BAIKUNTHAPUR
664,Alipurduar,109757,MAIRADANGA
317,MEDINIPUR EAST,110193,MAITHANA
320,NADIA,110855,MAITIARY BANPUR
319,MURSHIDABAD,110668,MAIYA
306,PURBA BARDHAMAN,108716,MAJDIA
320,NADIA,110881,MAJDIA PANSILA
305,BANKURA,108392,MAJDIHA
664,Alipurduar,109726,MAJHERDABRI
320,NADIA,110896,MAJHERGRAM
306,PURBA BARDHAMAN,108665,MAJHERGRAM
320,NADIA,110919,MAJHERGRAM
314,JALPAIGURI,109850,MAJHIALI
311,DINAJPUR UTTAR,109254,MAJHIALI
321,PURULIA,111025,MAJHIDIH
303,24 PARAGANAS NORTH,107828,MAJHIPARA-PALASI
316,MALDAH,109897,MAJHRA
306,PURBA BARDHAMAN,108654,MAJIGRAM
317,MEDINIPUR EAST,110035,MAJILAPUR
313,HOWRAH,109631,MAJU
312,HOOGHLY,109508,MAKALPUR
313,HOWRAH,109615,MAKARDAH-I
313,HOWRAH,109616,MAKARDAH-II
316,MALDAH,109868,MAKDAMPUR
303,24 PARAGANAS NORTH,107925,MAKHALGACHHA
318,MEDINIPUR WEST,110327,MAKLI
703,Jhargram,110468,MALAM
310,DINAJPUR DAKSHIN,109244,MALANCHA
664,Alipurduar,109781,MALANGI
316,MALDAH,109876,MALATIPUR
312,HOOGHLY,109354,MALAYPUR-I
312,HOOGHLY,109355,MALAYPUR-II
311,DINAJPUR UTTAR,109316,MALGAON
305,BANKURA,108310,MALIARA
319,MURSHIDABAD,110727,MALIBARI-I
319,MURSHIDABAD,110728,MALIBARI-II
310,DINAJPUR DAKSHIN,109235,MALIGAON
318,MEDINIPUR WEST,110305,MALIGHATI
318,MEDINIPUR WEST,110479,MALIGRAM
319,MURSHIDABAD,110578,MALIHATI
316,MALDAH,109924,MALIOR-I
316,MALDAH,109925,MALIOR-II
303,24 PARAGANAS NORTH,107805,MALIPOTA
307,BIRBHUM,108914,MALLICKPUR
304,24 PARAGANAS SOUTH,108113,MALLIKPUR
304,24 PARAGANAS SOUTH,107987,MALLIKPUR
319,MURSHIDABAD,110625,MALOPARA
320,NADIA,110805,MAMJOAN
303,24 PARAGANAS NORTH,107829,MAMUDPUR
306,PURBA BARDHAMAN,108666,MAMUDPUR-I
306,PURBA BARDHAMAN,108667,MAMUDPUR-II
321,PURULIA,111092,MANARA
321,PURULIA,111051,MANBAZAR
305,BANKURA,108448,MANDALGRAM
305,BANKURA,108416,MANDALKULI
312,HOOGHLY,109433,MANDARAN
312,HOOGHLY,109416,MANDRA
309,DARJEELING,261055,MANEYDARA
316,MALDAH,109981,MANGALBARI
321,PURULIA,111113,MANGALDA-MAUTORE
316,MALDAH,109911,MANGALPUR
318,MEDINIPUR WEST,110246,MANGRUL
321,PURULIA,111037,MANIHARA
305,BANKURA,108456,MANIKBAZAR
316,MALDAH,109973,MANIKCHAK
319,MURSHIDABAD,110669,MANIKCHAK
318,MEDINIPUR WEST,110247,MANIKKUNDU
703,Jhargram,110382,MANIKPARA
313,HOWRAH,109656,MANIKPUR
319,MURSHIDABAD,110546,MANINDRANAGAR
303,24 PARAGANAS NORTH,107965,MANIPUR
309,DARJEELING,109162,MANIRAM
304,24 PARAGANAS SOUTH,108146,MANIRTAT
317,MEDINIPUR EAST,110067,MANJUSREE
305,BANKURA,108298,MANKANALI
306,PURBA BARDHAMAN,108543,MANKAR
321,PURULIA,110957,MANKIARY
318,MEDINIPUR WEST,110346,MANSUKA-I
318,MEDINIPUR WEST,110347,MANSUKA-II
314,JALPAIGURI,109851,MANTADARI
306,PURBA BARDHAMAN,108668,MANTESWAR
318,MEDINIPUR WEST,110452,MANYA
311,DINAJPUR UTTAR,109342,MARAIKURA
319,MURSHIDABAD,110657,MARGRAM
307,BIRBHUM,108895,MARGRAM-I
307,BIRBHUM,108896,MARGRAM-II
303,24 PARAGANAS NORTH,107782,MARICHA
308,COOCHBEHAR,108932,MARICHBARI-KHOLTA
317,MEDINIPUR EAST,110046,MARISHDA
311,DINAJPUR UTTAR,109307,MARNAI
312,HOOGHLY,109477,MAROKHANA
308,COOCHBEHAR,109036,MARUGANJ
321,PURULIA,111015,MARUMOSINA
312,HOOGHLY,109380,MASAT
316,MALDAH,109926,MASHALDAHA
304,24 PARAGANAS SOUTH,108091,MASHAT
313,HOWRAH,109657,MASHILA
307,BIRBHUM,108887,MASHRA
